 
****************************************
Report : power
        -net
        -analysis_effort low
        -sort_mode net_switching_power
Design : MYFIR_PIPED_UNFOLDED
Version: O-2018.06-SP4
Date   : Tue Nov 17 14:31:22 2020
****************************************


Library(s) Used:

    NangateOpenCellLibrary (File: /software/dk/nangate45/synopsys/NangateOpenCellLibrary_typical_ecsm_nowlm.db)


Operating Conditions: typical   Library: NangateOpenCellLibrary
Wire Load Model Mode: top

Design        Wire Load Model            Library
------------------------------------------------
MYFIR_PIPED_UNFOLDED   5K_hvratio_1_1    NangateOpenCellLibrary


Global Operating Voltage = 1.1  
Power-specific unit information :
    Voltage Units = 1V
    Capacitance Units = 1.000000ff
    Time Units = 1ns
    Dynamic Power Units = 1uW    (derived from V,C,T units)
    Leakage Power Units = 1nW



  Attributes
  ----------
      a  -  Switching activity information annotated on net
      d  -  Default switching activity information on net

                             Total      Static   Toggle   Switching
Net                          Net Load   Prob.    Rate     Power      Attrs
DATAPATH_input_buff_out2[5]    5.944    0.563    0.0147      0.0527  a
DATAPATH_input_buff_out2[6]    5.944    0.525    0.0138      0.0498  a
DATAPATH_input_buff_out2[3]    5.944    0.489    0.0130      0.0468  a
DATAPATH_input_buff_out2[4]    5.944    0.489    0.0130      0.0468  a
DATAPATH_n21                   4.226    0.317    0.0182      0.0466  a
CU_OUTPUTS_N20                 1.438    0.275    0.0535      0.0465  a
DATAPATH_input_buff_out2[7]    5.944    0.491    0.0127      0.0458  a
DATAPATH_n20                   4.079    0.357    0.0185      0.0457  a
DATAPATH_mux_cnt_n14           4.063    0.816    0.0185      0.0455  a
DATAPATH_input_buffer1_n29     1.438    0.502    0.0519      0.0452  a
DATAPATH_input_buffer1_n28     1.438    0.480    0.0517      0.0450  a
DATAPATH_state_vector[17]     15.015    0.500    0.0049      0.0448  a
DATAPATH_state_vector[41]     15.015    0.428    0.0049      0.0448  a
DATAPATH_input_buffer1_n26     1.438    0.533    0.0514      0.0447  a
CU_INPUTS_n2                   3.981    0.843    0.0184      0.0442  a
DATAPATH_mux_cnt_n15           3.967    0.183    0.0184      0.0441  a
CU_INPUTS_N75                  1.438    0.157    0.0504      0.0439  a
DATAPATH_mux_cnt_n3            4.053    0.725    0.0178      0.0437  a
DATAPATH_N146                  3.782    0.577    0.0191      0.0436  a
DATAPATH_state_vector[33]     15.015    0.474    0.0048      0.0436  a
DATAPATH_input_buffer1_n32     1.438    0.474    0.0500      0.0435  a
DATAPATH_input_buffer1_n30     1.438    0.502    0.0498      0.0433  a
CU_OUTPUTS_n3                  3.982    0.278    0.0180      0.0433  a
CU_OUTPUTS_state_0_            3.949    0.722    0.0180      0.0429  a
DATAPATH_input_buffer1_n31     1.438    0.513    0.0492      0.0428  a
DATAPATH_mult_221_I4_n211     14.252    0.572    0.0049      0.0425  a
DATAPATH_mult_221_n211        14.252    0.500    0.0049      0.0425  a
DATAPATH_mult_223_I2_n211     14.252    0.500    0.0049      0.0425  a
DATAPATH_mult_223_I5_n211     14.252    0.572    0.0049      0.0425  a
DATAPATH_mult_223_n211        14.252    0.527    0.0049      0.0425  a
DATAPATH_mult_225_I2_n211     14.252    0.527    0.0049      0.0425  a
DATAPATH_mult_225_I3_n211     14.252    0.500    0.0049      0.0425  a
DATAPATH_mult_225_I6_n211     14.252    0.572    0.0049      0.0425  a
DATAPATH_state_vector[57]     15.015    0.460    0.0047      0.0423  a
DATAPATH_N138                  3.782    0.533    0.0182      0.0417  a
DATAPATH_input_buffer2_n42     1.980    0.869    0.0345      0.0414  a
DATAPATH_input_buffer1_n27     1.438    0.504    0.0476      0.0414  a
DATAPATH_mult_221_I3_n211     14.252    0.526    0.0048      0.0414  a
DATAPATH_mult_221_I7_n211     14.252    0.585    0.0048      0.0414  a
DATAPATH_mult_223_I4_n211     14.252    0.526    0.0048      0.0414  a
DATAPATH_mult_223_I8_n211     14.252    0.585    0.0048      0.0414  a
DATAPATH_mult_225_I5_n211     14.252    0.526    0.0048      0.0414  a
DATAPATH_mult_225_I9_n211     14.252    0.585    0.0048      0.0414  a
DATAPATH_input_buffer2_n43     1.980    0.869    0.0343      0.0411  a
DATAPATH_input_buffer2_n44     1.980    0.869    0.0343      0.0411  a
DATAPATH_input_buffer2_n45     1.980    0.869    0.0343      0.0411  a
DATAPATH_state_vector[72]     16.470    0.429    0.0041      0.0410  a
DATAPATH_input_buffer2_n46     1.980    0.869    0.0337      0.0404  a
DATAPATH_cnt_in_n10            1.438    0.684    0.0462      0.0402  a
DATAPATH_mult_221_I6_n211     14.252    0.540    0.0047      0.0402  a
DATAPATH_mult_221_I9_n211     14.252    0.578    0.0047      0.0402  a
DATAPATH_mult_223_I7_n211     14.252    0.540    0.0047      0.0402  a
DATAPATH_mult_225_I8_n211     14.252    0.540    0.0047      0.0402  a
DATAPATH_input_buffer2_n48     1.980    0.869    0.0334      0.0401  a
DATAPATH_cnt_in_n11            1.438    0.645    0.0459      0.0399  a
DATAPATH_input_buffer2_n29     1.438    0.491    0.0454      0.0395  a
DATAPATH_input_buffer2_n26     1.438    0.526    0.0451      0.0392  a
DATAPATH_input_buffer2_n28     1.438    0.491    0.0451      0.0392  a
DATAPATH_N154                  3.782    0.539    0.0171      0.0392  a
DATAPATH_input_buffer2_n47     1.980    0.869    0.0326      0.0391  a
DATAPATH_state_vector[3]      12.641    0.472    0.0051      0.0388  a
DATAPATH_state_vector[4]      12.641    0.472    0.0051      0.0388  a
DATAPATH_input_buffer2_n27     1.438    0.564    0.0445      0.0388  a
DATAPATH_cnt_in_n5             1.925    0.093    0.0332      0.0386  a
DATAPATH_input_buffer2_n30     1.438    0.564    0.0443      0.0385  a
DATAPATH_cnt_in_N20            1.438    0.156    0.0441      0.0384  a
DATAPATH_input_buffer2_n32     1.438    0.564    0.0434      0.0378  a
DATAPATH_result_reg_2_n43      1.980    0.949    0.0315      0.0378  a
DATAPATH_state_vector[25]     15.015    0.458    0.0041      0.0374  a
DATAPATH_state_vector[49]     15.015    0.444    0.0041      0.0374  a
DATAPATH_mult_225_I4_n219      2.883    0.002    0.0214      0.0373  a
DATAPATH_cnt_in_n7             1.987    0.909    0.0310      0.0372  a
DATAPATH_input_buffer2_n31     1.438    0.564    0.0426      0.0371  a
DATAPATH_state_vector[65]     12.746    0.415    0.0048      0.0370  a
DATAPATH_state_vector[6]      12.641    0.499    0.0048      0.0367  a
DATAPATH_state_vector[7]      12.641    0.451    0.0048      0.0367  a
DATAPATH_mult_225_n211        14.252    0.471    0.0042      0.0366  a
DATAPATH_result_reg_2_n42      1.980    0.950    0.0304      0.0365  a
DATAPATH_input_buffer2_n25     1.438    0.491    0.0418      0.0364  a
DATAPATH_mult_223_I6_n219      2.883    0.002    0.0208      0.0363  a
DATAPATH_result_reg_0_n42      1.980    0.952    0.0302      0.0361  a
DATAPATH_N64                   4.055    0.550    0.0147      0.0360  a
DATAPATH_result_reg_1_n43      1.980    0.951    0.0296      0.0355  a
DATAPATH_mult_221_I2_n211     14.252    0.542    0.0041      0.0355  a
DATAPATH_mult_221_I5_n211     14.252    0.556    0.0041      0.0355  a
DATAPATH_mult_221_I8_n211     14.252    0.571    0.0041      0.0355  a
DATAPATH_mult_223_I3_n211     14.252    0.542    0.0041      0.0355  a
DATAPATH_mult_223_I6_n211     14.252    0.556    0.0041      0.0355  a
DATAPATH_mult_223_I9_n211     14.252    0.571    0.0041      0.0355  a
DATAPATH_mult_225_I4_n211     14.252    0.542    0.0041      0.0355  a
DATAPATH_mult_225_I7_n211     14.252    0.556    0.0041      0.0355  a
DATAPATH_result_reg_1_n42      1.980    0.951    0.0291      0.0348  a
DATAPATH_result_reg_2_n44      1.980    0.950    0.0291      0.0348  a
DATAPATH_mult_223_I4_n219      2.883    0.002    0.0197      0.0344  a
DATAPATH_mult_225_I4_n24       4.055    0.539    0.0140      0.0343  a
CU_INPUTS_n14                  3.968    0.932    0.0143      0.0342  a
DATAPATH_result_reg_0_n43      1.980    0.952    0.0285      0.0342  a
DATAPATH_result_reg_0_n44      1.980    0.950    0.0285      0.0342  a
DATAPATH_result_reg_1_n44      1.980    0.951    0.0285      0.0342  a
DATAPATH_mult_221_I6_n219      2.883    0.002    0.0195      0.0340  a
DATAPATH_mult_223_I6_n24       4.055    0.538    0.0137      0.0336  a
DATAPATH_N143                  3.782    0.611    0.0147      0.0336  a
